	MF: KIRC	METH: KIRC	GE: KIRC	MF: BRCA	METH: BRCA	GE: BRCA	MF: READ	METH: READ	GE: READ	MF: PRAD	METH: PRAD	GE: PRAD	MF: STAD	METH: STAD	GE: STAD	MF: HNSC	METH: HNSC	GE: HNSC	MF: LUAD	METH: LUAD	GE: LUAD	MF: THCA	METH: THCA	GE: THCA	MF: BLCA	METH: BLCA	GE: BLCA	MF: ESCA	METH: ESCA	GE: ESCA	MF: LIHC	METH: LIHC	GE: LIHC	MF: UCEC	METH: UCEC	GE: UCEC	MF: COAD	METH: COAD	GE: COAD	MF: LUSC	METH: LUSC	GE: LUSC	MF: CESC	METH: CESC	GE: CESC	MF: KIRP	METH: KIRP	GE: KIRP
MYL1	0.012839176	0.107974854	0.0	0.0	0.07386255	0.0	0.0	0.321131164	0.0	0.0	0.050858435	0.0	0.012981507	0.291216142	0.0	0.005390336	0.421222491	0.638168991	0.0	0.261649054	0.0	0.0	0.028699791	0.0	0.0	0.397796115	0.0	0.0	0.516765948	0.0	0.0	0.670694526	0.0	0.007728144	0.224715649	0.0	0.0	0.278876652	0.0	0.0	0.5129013	0.0	0.0	0.068305352	0.0	0.0	0.196973351	0.0
MYL10	0.0	0.209471091	0.0	0.0	0.177974084	0.0	0.0	0.324056998	0.0	0.0	0.003578027	0.0	0.0	0.131878786	0.0	0.01100656	0.010964889	0.0	0.061602713	0.261471036	0.0	0.0	0.010635539	0.0	0.0	0.121665866	0.0	0.0	0.321244287	0.0	0.025066523	0.34994057	0.0	0.007757508	0.193585563	0.0	0.0	0.276711735	0.0	0.0	0.243035105	0.0	0.0	0.279956424	0.0	0.0	0.112500955	0.0
MYL12A	0.0	0.006353417	0.008172015	0.015926484	0.001535059	0.023631371	0.0	0.012842533	0.052342027	0.0	0.007446537	0.023976103	0.0	0.003432214	0.01213438	0.0	0.00241749	0.00914708	0.0	0.00281704	0.067129537	0.0	0.004228879	0.038131156	0.03063579	0.014822289	0.020468102	0.0	0.006313379	0.020703992	0.0	0.000919151	0.010512446	0.0	0.019023544	0.012146131	0.0	0.002542248	0.035875936	0.0	0.011090079	0.08782307	0.0	0.011280366	0.004961907	0.0	0.000350923	0.00738646
MYL12B	0.012838111	0.005158735	0.022906256	0.0	0.000794934	0.006609295	0.0	0.005581491	0.055916631	0.0	0.001321079	0.023965352	0.0	0.001403487	0.004859408	0.0	0.000827501	0.00625351	0.0	0.002558543	0.05120459	0.007150733	0.001387509	0.052722509	0.0	0.004371073	0.039496172	0.0	0.001840827	0.044878871	0.0	0.001509433	0.02058836	0.0	0.002538963	0.016205139	0.0	0.003182736	0.047319654	0.0	0.007903657	0.03568357	0.0	0.000289712	0.014322796	0.040923985	0.000493127	0.015125058
MYL2	0.012839199	0.050423096	0.017957466	0.010586106	0.047976484	0.260909794	0.0	0.126403846	0.124810287	0.0	0.053732555	0.201360537	0.012976599	0.159756046	0.091475352	0.0	0.035560319	0.508266521	0.0	0.053657705	0.0	0.0	0.065874737	0.217078076	0.061479434	0.280756254	0.0	0.0	0.01962317	0.0	0.0	0.358909936	0.0	0.00772683	0.206796915	0.0	0.0	0.102632101	0.0	0.0	0.056452113	0.067560862	0.028277976	0.006845177	0.0	0.081934375	0.089451355	0.0
MYL3	0.0	0.002772582	0.119382679	0.0	0.24325677	0.200937462	0.0	0.160446991	0.172296313	0.0	0.122059051	0.222160115	0.012932126	0.066548388	0.192228813	0.005497207	0.375837923	0.375432602	0.02054006	0.294683446	0.23802502	0.0	0.027271639	0.076704457	0.0	0.459593874	0.389352061	0.0	0.157672689	0.153960067	0.0	0.32066406	0.204053481	0.0	0.104031733	0.385482491	0.0	0.112047889	0.161408022	0.0	0.331921268	0.266087699	0.0	0.204174071	0.443695414	0.0	0.148830235	0.00327268
MYL4	0.0	0.242684875	0.109203487	0.005236096	0.171676624	0.021370121	0.0	0.19018383	0.029222237	0.02277057	0.046125853	0.100435908	0.0	0.196669106	0.064360962	0.005498287	0.288038378	0.027724866	0.0	0.095562424	0.150036444	0.0	0.027842566	0.022949177	0.0	0.134746976	0.026872645	0.0	0.221100888	0.208450267	0.0	0.388419846	0.048682178	0.0	0.192251001	0.098628793	0.0	0.205930469	0.006467843	0.0	0.351831466	0.173693876	0.0	0.123606597	0.166087324	0.0	0.032532644	0.075676056
MYL5	0.0	0.132633596	0.047784378	0.010576496	0.003631418	0.055246096	0.0	0.036153143	0.035721921	0.02275205	0.017493923	0.101238174	0.0	0.066884254	0.032440021	0.0	0.122615688	0.109639896	0.0	0.057275093	0.037060454	0.0	0.093839972	0.053247133	0.0	0.13996112	0.004355705	0.0	0.108926032	0.043118704	0.0	0.01724579	0.018953937	0.00768837	0.042173558	0.017731657	0.0	0.007140595	0.040030907	0.0	0.058132812	0.002285769	0.0	0.019112904	0.057072811	0.0	0.064669663	0.000243091
MYL6	0.012800575	0.010825888	0.002824946	0.0	0.003361651	0.013251466	0.0	0.00077222	0.115125153	0.022751824	0.003012136	0.079822478	0.0	0.033795974	0.064656336	0.00545268	0.006007695	0.019692247	0.040448872	0.001200045	0.068256482	0.003569176	0.00763167	0.014589319	0.030254305	0.0103616	0.072183325	0.0	0.016305944	0.006045337	0.0	0.008030421	0.032661227	0.011278341	0.007660497	0.030410434	0.0	0.009408451	0.075538241	0.053471933	0.011049952	0.077750022	0.027812596	0.012607887	0.117237039	0.0	0.011061694	0.024883149
MYL6B	0.0	0.011466874	0.009359869	0.00522298	0.044173709	0.003318094	0.0	0.03218402	0.0107189	0.022768951	0.02669487	0.044056583	0.0	0.007756611	0.037777879	0.0	0.025908776	0.03996484	0.0	0.071899654	0.081784126	0.0	0.015873004	0.010016021	0.0	0.071409649	0.032094019	0.0	0.005080313	0.026637775	0.0	0.021397399	0.080245726	0.00385477	0.07630526	0.051649494	0.0	0.002229437	0.056365985	0.0	0.038744394	0.06575848	0.0	0.034186982	0.027511989	0.0	0.047255655	0.035270488
MYL7	0.0	0.15889704	0.0	0.0	0.021623023	0.408894529	0.0	0.240428645	0.0	0.0	0.041289507	0.0	0.026067975	0.050693995	0.0	0.010983924	0.266359764	0.124679165	0.0	0.154910312	0.0	0.0	0.018767989	0.0	0.0	0.297901928	0.0	0.0	0.103133869	0.0	0.0	0.271464258	0.0	0.007735085	0.025650121	0.0	0.005448776	0.233752507	0.0	0.0	0.200458523	0.189684651	0.027999202	0.165234245	0.202933432	0.0	0.033137122	0.0
MYL9	0.0	0.049782481	0.006571943	0.0	0.320466574	0.201037396	0.0	0.015875381	0.315145763	0.0	0.201841109	0.241441191	0.025935416	0.033125633	0.180239073	0.005501031	0.035750877	0.03332122	0.0	0.188193369	0.230962899	0.0	0.1149753	0.016813867	0.0	0.037832239	0.411174614	0.0	0.19940338	0.095835263	0.0	0.080369948	0.012166148	0.0	0.509225765	0.387246245	0.005437895	0.01357186	0.169404559	0.0	0.182176258	0.214069689	0.0	0.308636977	0.537997952	0.0	0.141458716	0.084097259
MYLIP	0.012826804	0.007792018	0.003954997	0.0	0.002829357	0.063361345	0.0	0.001747435	0.00178067	0.022761541	0.00356241	0.011192156	0.0	0.003827663	0.022787757	0.0	0.010681644	0.058625617	0.0	0.001815171	0.086793525	0.0	0.001585549	0.031576142	0.061503436	0.006483562	0.053009697	0.0	0.016653654	0.041822487	0.0	0.029249233	0.039179275	0.0	0.006304386	0.137137643	0.005349461	0.004617802	0.028490855	0.054767837	0.011162916	0.063414566	0.0	0.004188811	0.1534106	0.081778764	0.003178496	0.040249957
MYLK	0.0	0.02397008	0.010079577	0.025865576	0.228526566	0.34980426	0.027233878	0.077181798	0.316755101	0.02256764	0.235982078	0.266289559	0.089873612	0.009922115	0.127379488	0.026143126	0.140833386	0.033471546	0.037144725	0.1337244	0.186779799	0.010764069	0.03892388	0.032960689	0.030262183	0.191241412	0.4383682	0.026153629	0.231623718	0.099372176	0.0	0.017371266	0.04699546	0.030789863	0.028204858	0.514455846	0.049274113	0.283080046	0.203869936	0.051646033	0.045072315	0.140105173	0.05467239	0.332281753	0.556493865	0.039943415	0.109445936	0.158295257
MYLK2	0.0	0.043686345	0.005119624	0.021209088	0.080933206	0.142408226	0.0	0.123655197	0.058151289	0.022757493	0.095083057	0.147587114	0.013043195	0.121911937	0.068205529	0.0	0.060674338	0.108354822	0.020470408	0.034701576	0.04707995	0.0	0.070253138	0.09048844	0.0	0.069362408	0.161687806	0.0	0.019555106	0.012388629	0.0	0.247478468	0.031681999	0.00760857	0.055573589	0.087004956	0.0	0.069742847	0.038645354	0.0	0.110686048	0.054026958	0.0	0.025807081	0.094928614	0.0	0.16334201	0.114081779
MYLK3	0.012804994	0.0	0.246446065	0.010605295	0.0	0.144795954	0.084052822	0.0	0.063330673	0.0	0.0	0.166914194	0.01299627	0.0	0.089146413	0.021913624	0.0	0.287958565	0.060153144	0.0	0.181905462	0.0	0.0	0.261264631	0.030674378	0.0	0.131519967	0.053989125	0.0	0.248759691	0.0	0.0	0.067144681	0.003806776	0.0	0.053386021	0.005419184	0.0	0.13562903	0.0	0.0	0.268555385	0.0	0.0	0.28460764	0.081644948	0.0	0.318014728
MYLK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYLPF	0.0	0.102832392	0.043260463	0.0	0.049449387	0.003415488	0.0	0.097162679	0.115578666	0.0	0.069605807	0.124268528	0.0	0.08817945	0.033582269	0.005506336	0.20333071	0.349947069	0.0	0.096499665	0.03809122	0.003604198	0.044036275	0.142913599	0.061535153	0.185316601	0.074641831	0.0	0.090253618	0.057963046	0.0	0.143037751	0.110606252	0.0	0.038758599	0.030562709	0.0	0.126601646	0.017731459	0.0	0.186314291	0.019751917	0.028150646	0.037114267	0.014372509	0.0	0.122525014	0.010499806
MYO10	0.012698648	0.127051959	0.092925162	0.041808436	0.027569441	0.006340558	0.055354724	0.018320591	0.032551991	0.045358702	0.007640843	0.043352947	0.0	0.291487636	0.063281488	0.030629013	0.004836576	0.113023075	0.036632671	0.014207449	0.031095663	0.007179638	0.010665796	0.103736247	0.03072568	0.014305562	0.094431259	0.0	0.007383076	0.041106501	0.12371406	0.296312391	0.137349918	0.04642956	0.007097115	0.182116866	0.005183304	0.01588234	0.008844458	0.0	0.021123384	0.003928811	0.0	0.007900373	0.16017801	0.040634986	0.001519853	0.069977498
MYO15A	0.012655653	0.076222489	0.009279562	0.031450993	0.260884249	0.042299423	0.0	0.08524685	0.036789371	0.180765783	0.295633294	0.110811169	0.079627179	0.069468295	0.000644865	0.035679356	0.001556083	0.002156449	0.0	0.060674121	0.058280339	0.007085389	0.127725434	0.031352697	0.086568783	0.033042575	0.008246354	0.026519086	0.014247224	0.013772418	0.049277556	0.052881866	0.02993873	0.045092737	0.18785029	0.082870809	0.030545298	0.100351435	0.040810405	0.153593245	0.094694785	0.115599861	0.18684282	0.187549089	0.277806493	0.080739672	0.15867961	0.013490672
MYO1C	0.012670234	0.092026869	0.011248002	0.010218623	0.012734373	0.08072706	0.0	0.01171253	0.075451032	0.0	0.068701642	0.037834284	0.0	0.080766772	0.011773491	0.025569967	0.015768787	0.013821622	0.061040443	0.152069565	0.12750811	0.003596633	0.028204176	0.045928723	0.0	0.13725015	0.080088955	0.026598461	0.086155369	0.024232555	0.024422241	0.124488127	0.031005125	0.017473092	0.001358838	0.080199787	0.014951586	0.019888234	0.072553527	0.0	0.207849425	0.139144299	0.027085406	0.006529805	0.115505753	0.040656949	0.273421544	0.018118516
MYO3A	0.025525083	0.0	0.193829954	0.015836481	0.0	0.11289754	0.027943265	0.0	0.237632633	0.068252082	0.0	0.328840281	0.115069313	0.0	0.129685784	0.031855314	0.0	0.212644171	0.079160876	0.0	0.126815754	0.006977174	0.0	0.03467486	0.091184678	0.0	0.216229922	0.0	0.0	0.079145619	0.074538622	0.0	0.0	0.03771079	0.0	0.0	0.016207236	0.0	0.263949907	0.053558319	0.0	0.026953915	0.0	0.0	0.396652266	0.040725508	0.0	0.114883787
MYO3B	0.0	0.191398202	0.383117225	0.015781392	0.083755918	0.043035816	0.0	0.345287463	0.029003292	0.022712024	0.037232429	0.185049339	0.063799183	0.286611964	0.037609719	0.031702122	0.421494394	0.123879678	0.10028789	0.514903006	0.13676043	0.010731746	0.774495272	0.101740986	0.030743086	0.352997985	0.077233422	0.026992082	0.296346039	0.019865676	0.024908594	0.399046017	0.16208512	0.026328687	0.022473863	0.113972692	0.02110276	0.280156443	0.016039324	0.054627093	0.238105453	0.136666234	0.0	0.148646484	0.055399326	0.081551263	0.125465625	0.532721085
MYO5A	0.012535819	0.004145472	0.000266458	0.020910364	0.01947008	0.008379578	0.027472884	0.016380814	0.10207097	0.019293745	0.081814066	0.005289167	0.033001247	0.162700577	0.006090643	0.035681024	0.038538898	0.127275001	0.091159776	0.000875361	0.03978175	0.003250096	0.004773932	0.000214003	0.029865769	0.00771288	0.005155679	0.025629555	0.070143545	0.049298218	0.047960358	0.037527585	0.074835788	0.020365953	0.001510124	0.053264303	0.050635144	0.081147795	0.079555033	0.0	0.012217539	0.014941748	0.051684293	0.043508202	0.014256272	0.039559742	0.00334462	0.04413129
MYO5B	0.012822181	0.01732958	0.031629627	0.036980716	0.000966402	0.069414086	0.028208946	0.005809438	0.019286724	0.0	0.003192894	0.013265179	0.037713521	0.082007511	0.033318398	0.027178106	0.03417674	0.130445271	0.0	0.013526808	0.026544836	0.0	0.001144371	0.053645873	0.030694062	0.01792373	0.110436276	0.026967269	0.023332812	0.032452106	0.025057861	0.004481214	0.024765377	0.037770057	0.016037386	0.25006645	0.005409278	0.003152456	0.058288387	0.0	0.006656281	0.038837692	0.0	0.034422096	0.500999986	0.081620901	0.003536743	0.040911409
MYO6	0.012745806	0.115636176	0.082640941	0.025974705	0.059817702	0.066686809	0.0	0.007281226	0.034741968	0.045375659	0.070433946	0.163685769	0.044589264	0.079166235	0.038262752	0.005389872	0.052205222	0.067582246	0.020060688	0.076688651	0.022573718	0.003597923	0.108734489	0.090623723	0.029325319	0.103231276	0.004687766	0.0	0.055666169	0.020149635	0.024530764	0.058384441	0.033619354	0.021402432	0.00268262	0.135600288	0.021340259	0.01732985	0.002063565	0.106887135	0.017111522	0.070779998	0.0	0.027680301	0.164884468	0.040246326	0.080251771	0.032721412
MYO7A	0.0	0.053959644	0.075205969	0.031405991	0.249373858	0.123750531	0.027956782	0.014172795	0.045798351	0.022709985	0.130464466	0.008310385	0.03602947	0.012578462	0.099971224	0.032285429	0.010460178	0.125530337	0.01982261	0.019526936	0.217183877	0.0	0.049284389	0.038733768	0.029851873	0.080341028	0.010189914	0.02707685	0.137446696	0.059124412	0.047957795	0.005639104	0.033678892	0.032411575	0.067050035	0.034816635	0.015536208	0.006874796	0.064465727	0.0	0.076768899	0.053305458	0.0	0.105944187	0.068362187	0.04086033	0.047660103	0.106378083
MYO9A	0.025504633	0.005259867	0.014100124	0.019923756	0.004450185	0.107059863	0.025050422	0.009351931	0.040890804	0.090622499	0.005149521	0.070467745	0.037719031	0.00678652	0.011302144	0.035750943	0.004302924	0.016544959	0.080057797	0.007646409	0.116346097	0.006976476	0.006557815	0.097583675	0.118985479	0.015160905	0.103413981	0.0	0.002278153	0.055287093	0.073921507	0.007512448	0.024712112	0.05611995	0.014435345	0.121761418	0.020875901	0.004897899	0.047037892	0.05334515	0.008828689	0.11607733	0.079324148	0.000753422	0.108132039	0.20159263	0.001053233	0.032762467
MYO9B	0.0	0.004495175	0.098390939	0.010588516	0.004274553	0.030937583	0.0	0.009655767	0.004585768	0.044553076	0.006207143	0.005314023	0.023563711	0.012449353	0.044367149	0.021452157	0.009503977	0.061318145	0.020432811	0.013929614	0.033114681	0.0	0.022320814	0.045805173	0.030148891	0.010094776	0.01354163	0.026965816	0.009839177	0.017180695	0.024644166	0.045032818	0.07068594	0.036776445	0.008106955	0.038400564	0.015661474	0.021269559	0.013060635	0.104423939	0.014526607	0.049459434	0.111083754	0.005827097	0.011810085	0.08102103	0.02912938	0.073192121
MYOCD	0.012791705	0.14105581	0.021347532	0.005286355	0.139645331	0.344540737	0.027324614	0.041979309	0.284396813	0.022739268	0.062095882	0.294917842	0.063985581	0.030067491	0.18820269	0.021739098	0.29786853	0.189306551	0.14205269	0.13599702	0.325193062	0.0	0.010669678	0.051546878	0.0	0.062671489	0.597711381	0.0	0.214037297	0.345182715	0.024728676	0.005239941	0.050613211	0.022507417	0.11483162	0.727292471	0.005398279	0.165694443	0.227756897	0.054411112	0.064410349	0.410837638	0.026064361	0.401669797	0.725429107	0.0	0.060231526	0.3009977
MYOD1	0.0	0.29890676	0.0	0.0	0.377681761	0.0	0.0	0.374694922	0.0	0.0	0.244930655	0.0	0.026009421	0.099816257	0.0	0.011003119	0.45822933	0.21991906	0.020338065	0.510258792	0.0	0.0	0.034205077	0.0	0.06151909	0.334102277	0.0	0.0	0.407341838	0.0	0.0	0.255937333	0.0	0.003864574	0.229268974	0.130378313	0.005444554	0.417484284	0.0	0.054694302	0.256145613	0.12425275	0.0	0.581088645	0.0	0.0	0.16657867	0.0
MYOF	0.012829108	0.012413131	0.057320714	0.010426055	0.007737844	0.061170683	0.054012206	0.004879352	0.042038556	0.090847002	0.03131292	0.210872282	0.037852824	0.014212439	0.046347716	0.010864631	0.004966123	0.029181253	0.140569132	0.010801956	0.02263093	0.003599671	0.018439613	0.033527755	0.090425668	0.007024637	0.065462513	0.053434901	0.030945061	0.066410058	0.074770852	0.030981622	0.058685464	0.026097775	0.003826028	0.096541633	0.015855794	0.013819496	0.002440421	0.0	0.036395217	0.027577442	0.078992497	0.010399601	0.021337848	0.081269428	0.022199601	0.045948081
MYRIP	0.0	0.051501863	0.049041727	0.015793881	0.036943902	0.193186941	0.0	0.001823273	0.01485033	0.021929121	0.021179352	0.170797779	0.025556696	0.022026803	0.173865073	0.016241815	0.090146039	0.273609863	0.0	0.12024334	0.18672472	0.003478561	0.032616053	0.067417874	0.0	0.023447833	0.353594075	0.0	0.020341116	0.531000248	0.0	0.15664864	0.080179796	0.018583693	0.003614205	0.200868116	0.005390027	0.00821546	0.003124733	0.0	0.019852601	0.328569559	0.052618188	0.246044075	0.517958138	0.0	0.035990991	0.106590367
MYT1	0.0	0.0	0.040360051	0.010518228	0.0	0.157438614	0.0	0.0	0.038403857	0.0	0.0	0.076556195	0.025352521	0.0	0.133755853	0.020292339	0.0	0.098984907	0.040570948	0.0	0.136198337	0.0	0.0	0.136117219	0.060746873	0.0	0.006453986	0.0	0.0	0.290384137	0.024783411	0.0	0.064349822	0.029776579	0.0	0.01016679	0.005379375	0.0	0.051519631	0.054513388	0.0	0.090886258	0.135610768	0.0	0.153415938	0.244029544	0.0	0.118188964
N6AMT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NAA10	0.0	0.037490051	0.011232551	0.010489528	0.080723104	0.043683272	0.0	0.146890553	0.055488688	0.0	0.032071624	0.047063854	0.012820432	0.477239827	0.020962638	0.0	0.000960127	0.025386918	0.0	0.008800214	0.059086573	0.0	0.065185987	0.041432328	0.0	0.217682786	0.048231332	0.0	0.242674469	0.056941042	0.0	0.13737544	0.077318873	0.015416695	0.129091517	0.048605849	0.0	0.042821088	0.06558675	0.054592182	0.093254562	0.057574019	0.027361413	0.00677122	0.032599289	0.040884302	0.031405216	0.004990698
NAA30	0.0	0.060083272	0.033735709	0.005239382	0.012669985	0.0370074	0.027583664	0.014061808	0.009193322	0.0	0.010379794	0.017690406	0.0	0.040133784	0.023135047	0.0	0.000170213	0.002745215	0.02025668	0.05035596	0.003267941	0.003601985	0.004189222	0.039158979	0.061060341	0.021881072	0.04549192	0.0	0.043369968	0.001971094	0.024914794	0.025954359	0.018990291	0.015144618	0.052777957	0.028208728	0.0	0.003844461	0.001696023	0.0	0.00743203	0.022080817	0.028134739	0.000807708	0.024999504	0.0	0.036289749	0.014294757
NAA35	0.0	0.000385631	0.034025535	0.010533044	0.03291439	0.01391376	0.0	0.003497707	0.01729697	0.0	0.037969061	0.031768018	0.013045669	0.017747375	0.036745725	0.0	0.024289147	0.0042923	0.0	0.034193149	0.025484367	0.0	0.009941216	0.034307874	0.030772781	0.053537409	0.016210368	0.0	0.003993774	0.003883241	0.0	0.025573251	0.014546657	0.038392762	0.051478798	0.042039592	0.010766515	0.000390136	0.009545098	0.0	0.014926469	0.02600404	0.027835409	0.015768216	0.009883198	0.0	0.053953557	0.039232107
NAA38	0.0	0.0	0.023395071	0.0	0.0	0.016558814	0.0	0.0	0.058347816	0.022769652	0.0	0.028078511	0.0257348	0.0	0.045919394	0.0	0.0	0.018581044	0.0	0.0	0.046485585	0.0	0.0	0.00581764	0.0	0.0	0.037949352	0.0	0.0	0.055957151	0.0	0.0	0.055576869	0.0	0.0	0.073898407	0.0	0.0	0.078504107	0.0	0.0	0.049277766	0.0	0.0	0.041883648	0.040911962	0.0	0.061097455
NAB1	0.0	0.019008889	0.026195914	0.010592137	0.018830907	0.134664042	0.0	0.012994105	0.011486656	0.0	0.001614369	0.091641297	0.0508055	0.002056034	0.017574116	0.005480627	0.001570572	0.042744966	0.0	0.035337022	0.012979939	0.0	0.007799946	0.005367415	0.0	0.0235609	0.052122515	0.0	0.009186171	0.024860896	0.024977639	0.007121343	0.036237509	0.003801852	0.018933293	0.034837806	0.0	0.003541924	0.041732081	0.0	0.006383514	0.037258698	0.026451768	0.008052203	0.033088808	0.04077639	0.002513996	0.020972031
NAB2	0.0	0.003463025	0.007295968	0.0	0.003593305	0.006149523	0.0	0.001142347	0.030287943	0.022766011	0.01968881	0.07316713	0.025853331	0.006143682	0.011689969	0.0	0.005048741	0.048224212	0.0	0.000513958	0.011667732	0.0	0.003572356	0.236656447	0.0	0.00204536	0.054957163	0.0	0.004325548	0.026580889	0.024977616	0.000676536	0.070888908	0.011447417	0.001779339	0.112769552	0.00536383	0.016081971	0.033998849	0.0	0.010565494	0.035488515	0.02755186	0.001632172	0.065325086	0.122620292	0.001206458	0.018636135
NABP1	0.0	0.007087733	0.053760194	0.0	0.028613457	0.080324429	0.0	0.06016334	0.06460213	0.0	0.028106122	0.016304052	0.0	0.04666663	0.055300116	0.005477772	0.000118773	0.052309034	0.020483397	0.012351622	0.031521151	0.0	0.019882123	0.043659005	0.0	0.005542306	0.000969419	0.026632252	0.008910408	0.088712492	0.024803369	0.004112215	0.017219155	0.0	0.01808443	0.058324151	0.00540423	0.017242367	0.020938482	0.0	0.014338777	0.018028726	0.0	0.031695938	0.103697208	0.081532934	0.001515245	0.074700715
NABP2	0.0	0.029273556	0.013686765	0.0	0.00712359	0.065472817	0.0	0.034904142	0.035602317	0.0	0.034915492	0.014943719	0.0	0.045330635	0.023308145	0.005479372	0.01919301	0.027654073	0.0	0.030350907	0.087380785	0.0	0.027069335	0.023350297	0.0	0.047220987	0.0447106	0.0	0.022571623	0.057707842	0.0	0.045506606	0.093774682	0.0	0.035677095	0.024181329	0.0	0.004080526	0.04491784	0.0	0.018782431	0.078511095	0.0	0.006887489	0.022042764	0.081849162	0.000143655	0.019725349
NACA	0.012753388	0.0	0.037003718	0.02110857	0.0	0.059902567	0.0	0.0	0.025153086	0.045455303	0.0	0.031188084	0.074751262	0.0	0.020208329	0.037103501	0.0	0.041286724	0.020324314	0.0	0.019333122	0.0	0.0	0.002248224	0.030221876	0.0	0.049749934	0.026740328	0.0	0.012945253	0.049230267	0.0	0.03567624	0.011170155	0.0	0.077036476	0.010408542	0.0	0.027464882	0.052421184	0.0	0.022862623	0.080101011	0.0	0.084648626	0.081390573	0.0	0.024880204
NAE1	0.0	0.0105958	0.007395366	0.005310962	0.004640015	0.030159314	0.0	0.01865951	0.034898048	0.022346561	0.000242952	0.00173601	0.0	0.004576572	0.03381535	0.005491722	0.000698521	0.01471797	0.020364621	0.003622566	0.040753946	0.0	0.010237423	0.025633909	0.030533764	0.017480984	0.03887833	0.0	0.010786463	0.049106408	0.0	0.013293247	0.049014086	0.007642234	0.006023092	0.001871511	0.005414374	0.000852885	0.052555594	0.0	0.01578432	0.073049217	0.0	0.00509092	0.007603023	0.0	0.003445261	0.022728352
NAIP	0.0	0.0	0.078600775	0.0	0.0	0.015153864	0.0	0.0	0.029841129	0.022673213	0.0	0.079421418	0.01285164	0.0	0.042638614	0.005371037	0.0	0.033091414	0.019194337	0.0	0.033845499	0.006760861	0.0	0.107506865	0.0	0.0	0.03366896	0.0	0.0	0.021690182	0.024593385	0.0	0.067101089	0.0	0.0	0.091467591	0.010697465	0.0	0.045261135	0.0	0.0	0.091622218	0.0	0.0	0.007956325	0.0	0.0	0.03211482
